payment_id,order_id,payment_method,amount,payment_status
1471,1471,Apple Pay,1901.0,Pending
1472,1472,Apple Pay,579.19,Pending
1473,1473,Bank Transfer,323.77,Paid
1474,1474,PayPal,2879.92,Paid
1475,1475,Card,546.96,Pending
1476,1476,Apple Pay,1149.71,Pending
1477,1477,Card,1361.54,Paid
1478,1478,Card,2032.99,Paid
1479,1479,PayPal,757.28,Paid
1480,1480,Apple Pay,137.33,Paid
1481,1481,Card,1910.22,Paid
1482,1482,Bank Transfer,1135.49,Paid
1483,1483,PayPal,557.41,Paid
1484,1484,Apple Pay,1012.91,Pending
1485,1485,Bank Transfer,823.43,Pending
1486,1486,Google Pay,533.53,Pending
1487,1487,Bank Transfer,427.34,Paid
1488,1488,Apple Pay,816.62,Paid
1489,1489,Google Pay,350.14,Pending
1490,1490,Bank Transfer,108.89,Pending
1491,1491,Google Pay,936.99,Paid
1492,1492,Bank Transfer,811.53,Pending
1493,1493,Apple Pay,1534.24,Pending
1494,1494,Google Pay,1013.5,Paid
1495,1495,PayPal,1329.62,Pending
1496,1496,Bank Transfer,1341.49,Paid
1497,1497,PayPal,112.83,Pending
1498,1498,Google Pay,1926.44,Paid
1499,1499,Card,1396.73,Pending
1500,1500,Apple Pay,255.77,Pending
1501,1501,PayPal,2268.68,Pending
1502,1502,Card,1316.18,Paid
1503,1503,Google Pay,2003.38,Paid
1504,1504,Google Pay,261.29,Paid
1505,1505,PayPal,1463.03,Pending
1506,1506,Card,924.66,Pending
1507,1507,Card,957.92,Paid
1508,1508,Card,948.04,Paid
1509,1509,Bank Transfer,2032.25,Pending
1510,1510,Bank Transfer,127.42,Pending
1511,1511,Apple Pay,331.96,Paid
1512,1512,Google Pay,1544.6,Pending
1513,1513,PayPal,208.92,Paid
1514,1514,Google Pay,1832.31,Pending
1515,1515,Bank Transfer,494.14,Paid
1516,1516,Apple Pay,291.39,Pending
1517,1517,PayPal,2549.48,Paid
1518,1518,Google Pay,686.22,Pending
1519,1519,Card,427.05,Paid
1520,1520,Card,955.34,Paid
1521,1521,PayPal,182.32,Paid
1522,1522,Card,460.14,Paid
1523,1523,Apple Pay,917.28,Pending
1524,1524,Google Pay,2178.77,Paid
1525,1525,Card,255.3,Pending
1526,1526,Google Pay,690.21,Paid
1527,1527,Card,2366.25,Paid
1528,1528,Card,1240.79,Pending
1529,1529,Apple Pay,1135.56,Paid
1530,1530,PayPal,775.94,Pending
1531,1531,Bank Transfer,1825.77,Paid
1532,1532,Google Pay,917.28,Paid
1533,1533,Google Pay,871.3,Paid
1534,1534,Google Pay,398.78,Paid
1535,1535,PayPal,815.78,Pending
1536,1536,PayPal,2087.21,Pending
1537,1537,Apple Pay,173.86,Pending
1538,1538,Apple Pay,673.76,Paid
1539,1539,Apple Pay,318.22,Pending
1540,1540,Bank Transfer,1068.41,Pending
1541,1541,PayPal,1864.89,Paid
1542,1542,PayPal,398.33,Paid
1543,1543,Bank Transfer,13.06,Pending
1544,1544,Apple Pay,728.17,Pending
1545,1545,PayPal,579.3,Paid
1546,1546,PayPal,1444.71,Pending
1547,1547,Apple Pay,1297.62,Paid
1548,1548,Card,499.94,Pending
1549,1549,Google Pay,1166.28,Paid
1550,1550,Google Pay,542.91,Paid
1551,1551,Card,1618.78,Paid
1552,1552,Card,3217.11,Paid
1553,1553,Bank Transfer,2535.11,Pending
1554,1554,Bank Transfer,4199.16,Pending
1555,1555,Apple Pay,604.98,Paid
1556,1556,Apple Pay,690.21,Pending
1557,1557,Bank Transfer,1313.89,Pending
1558,1558,Google Pay,1508.94,Paid
1559,1559,Apple Pay,2538.96,Pending
1560,1560,Apple Pay,937.38,Paid
1561,1561,Google Pay,1192.5,Paid
1562,1562,Google Pay,1452.17,Pending
1563,1563,Google Pay,763.86,Paid
1564,1564,Google Pay,1011.52,Pending
1565,1565,Google Pay,706.66,Pending
1566,1566,Card,399.0,Paid
1567,1567,PayPal,1472.09,Paid
1568,1568,Apple Pay,227.62,Pending
1569,1569,Bank Transfer,1927.09,Paid
1570,1570,Apple Pay,168.24,Paid
1571,1571,Card,579.45,Pending
1572,1572,PayPal,1705.17,Paid
1573,1573,Apple Pay,152.37,Paid
1574,1574,Google Pay,1650.86,Pending
1575,1575,Bank Transfer,2557.92,Pending
1576,1576,Card,1212.62,Paid
1577,1577,Apple Pay,1277.85,Pending
1578,1578,Google Pay,921.18,Paid
1579,1579,Card,859.37,Paid
1580,1580,Google Pay,887.4,Paid
1581,1581,PayPal,1015.88,Paid
1582,1582,Card,921.48,Pending
1583,1583,Bank Transfer,947.7,Paid
1584,1584,Apple Pay,1008.53,Paid
1585,1585,Bank Transfer,1589.52,Pending
1586,1586,PayPal,445.51,Paid
1587,1587,Apple Pay,299.0,Paid
1588,1588,PayPal,2094.94,Paid
1589,1589,Google Pay,346.22,Paid
1590,1590,Google Pay,1741.84,Paid
1591,1591,PayPal,438.53,Paid
1592,1592,Card,223.44,Paid
1593,1593,Google Pay,1759.54,Pending
1594,1594,PayPal,2765.21,Paid
1595,1595,Google Pay,587.21,Paid
1596,1596,PayPal,826.6,Paid
1597,1597,PayPal,1155.0,Pending
1598,1598,Google Pay,525.69,Pending
1599,1599,PayPal,1158.79,Pending
1600,1600,Google Pay,1778.06,Paid
1601,1601,Card,369.72,Paid
1602,1602,Bank Transfer,1382.22,Paid
1603,1603,Google Pay,1047.61,Paid
1604,1604,Bank Transfer,2114.54,Pending
1605,1605,Bank Transfer,3169.74,Pending
1606,1606,PayPal,1784.59,Paid
1607,1607,PayPal,776.36,Paid
1608,1608,Card,1259.56,Paid
1609,1609,PayPal,1147.75,Paid
1610,1610,Apple Pay,321.36,Paid
1611,1611,Apple Pay,1652.55,Pending
1612,1612,Google Pay,1702.84,Pending
1613,1613,Apple Pay,1809.18,Paid
1614,1614,Google Pay,520.4,Pending
1615,1615,Apple Pay,1762.48,Pending
1616,1616,Google Pay,2485.46,Paid
1617,1617,Card,344.38,Pending
1618,1618,Apple Pay,2259.33,Pending
1619,1619,Card,1939.8,Paid
1620,1620,PayPal,360.56,Paid
1621,1621,Apple Pay,753.58,Pending
1622,1622,Apple Pay,704.42,Paid
1623,1623,Card,326.67,Pending
1624,1624,Apple Pay,2622.03,Pending
1625,1625,Google Pay,2812.4,Pending
1626,1626,PayPal,210.3,Paid
1627,1627,Google Pay,933.66,Pending
1628,1628,PayPal,1788.19,Paid
1629,1629,Google Pay,481.57,Paid
1630,1630,Google Pay,1278.69,Paid
1631,1631,Apple Pay,1904.86,Paid
1632,1632,Google Pay,1592.06,Paid
1633,1633,Google Pay,2448.51,Pending
1634,1634,Card,612.51,Pending
1635,1635,PayPal,271.14,Paid
1636,1636,Card,799.78,Pending
1637,1637,PayPal,1143.34,Paid
1638,1638,Bank Transfer,2362.01,Paid
1639,1639,Apple Pay,1193.93,Paid
1640,1640,Google Pay,706.66,Pending
1641,1641,Card,826.99,Paid
1642,1642,PayPal,1065.74,Pending
1643,1643,Card,333.93,Pending
1644,1644,Bank Transfer,3137.39,Pending
1645,1645,Card,232.34,Pending
1646,1646,Google Pay,1365.47,Pending
1647,1647,Apple Pay,3163.64,Paid
1648,1648,PayPal,960.73,Pending
1649,1649,PayPal,634.12,Paid
1650,1650,PayPal,889.84,Paid
1651,1651,Google Pay,28.8,Paid
1652,1652,Google Pay,1258.15,Pending
1653,1653,Card,1461.87,Paid
1654,1654,Google Pay,2774.98,Paid
1655,1655,Google Pay,917.25,Paid
1656,1656,Google Pay,4663.35,Paid
1657,1657,PayPal,1125.89,Pending
1658,1658,Apple Pay,321.36,Paid
1659,1659,Bank Transfer,1853.78,Paid
1660,1660,Apple Pay,2235.58,Pending
1661,1661,Apple Pay,1461.21,Pending
1662,1662,Google Pay,1933.46,Paid
1663,1663,Apple Pay,444.68,Pending
1664,1664,Card,1562.88,Paid
1665,1665,PayPal,1504.62,Paid
1666,1666,Bank Transfer,102.22,Paid
1667,1667,Card,2108.17,Pending
1668,1668,Bank Transfer,1919.57,Paid
1669,1669,Google Pay,706.66,Pending
1670,1670,Card,993.84,Paid
1671,1671,Google Pay,344.85,Paid
1672,1672,Google Pay,628.94,Paid
1673,1673,PayPal,2199.02,Pending
1674,1674,Bank Transfer,2895.11,Paid
1675,1675,Apple Pay,36.56,Paid
1676,1676,Bank Transfer,299.7,Pending
1677,1677,PayPal,1508.06,Paid
1678,1678,Card,754.83,Paid
1679,1679,PayPal,373.69,Paid
1680,1680,Card,2023.8,Paid
1681,1681,PayPal,1489.39,Pending
1682,1682,PayPal,1411.32,Paid
1683,1683,Google Pay,1545.47,Paid
1684,1684,Google Pay,1442.89,Paid
1685,1685,Google Pay,1784.38,Pending
1686,1686,Google Pay,1082.01,Paid
1687,1687,Bank Transfer,822.28,Pending
1688,1688,Card,2847.49,Paid
1689,1689,Bank Transfer,318.31,Paid
1690,1690,PayPal,1038.25,Pending
1691,1691,Apple Pay,1340.62,Pending
1692,1692,Bank Transfer,1455.57,Paid
1693,1693,Apple Pay,1908.85,Paid
1694,1694,Card,2559.28,Pending
1695,1695,Google Pay,736.08,Paid
1696,1696,Card,1453.58,Paid
1697,1697,Card,1182.22,Pending
1698,1698,Bank Transfer,574.38,Pending
1699,1699,Apple Pay,1059.99,Paid
1700,1700,Bank Transfer,1304.53,Paid
1701,1701,Google Pay,1600.5,Pending
1702,1702,Bank Transfer,151.29,Paid
1703,1703,Card,1323.58,Paid
1704,1704,Google Pay,1336.86,Paid
1705,1705,PayPal,411.99,Paid
1706,1706,Apple Pay,2556.62,Paid
1707,1707,Card,1448.04,Paid
1708,1708,Bank Transfer,3444.6,Paid
1709,1709,PayPal,2246.54,Paid
1710,1710,PayPal,1661.67,Paid
1711,1711,PayPal,1881.67,Pending
1712,1712,PayPal,1581.93,Paid
1713,1713,Bank Transfer,1012.5,Paid
1714,1714,Bank Transfer,208.92,Pending
1715,1715,Google Pay,287.12,Paid
1716,1716,Bank Transfer,494.14,Paid
1717,1717,Google Pay,302.58,Pending
1718,1718,Card,791.6,Paid
1719,1719,Card,2161.52,Paid
1720,1720,Apple Pay,260.79,Pending
1721,1721,Apple Pay,261.29,Pending
1722,1722,PayPal,1890.05,Paid
1723,1723,Bank Transfer,1618.95,Pending
1724,1724,Card,916.67,Paid
1725,1725,Card,542.7,Paid
1726,1726,PayPal,1104.77,Paid
1727,1727,Apple Pay,454.87,Paid
1728,1728,Google Pay,946.62,Pending
1729,1729,Bank Transfer,3645.97,Pending
1730,1730,Card,435.11,Paid
1731,1731,Bank Transfer,813.42,Pending
1732,1732,Bank Transfer,374.28,Paid
1733,1733,PayPal,910.32,Paid
1734,1734,Apple Pay,1992.57,Paid
1735,1735,PayPal,1028.47,Pending
1736,1736,Card,1066.54,Pending
1737,1737,Apple Pay,2058.02,Pending
1738,1738,Bank Transfer,809.99,Pending
1739,1739,Card,2368.62,Paid
1740,1740,Bank Transfer,2813.72,Paid
1741,1741,Apple Pay,2024.65,Paid
1742,1742,Apple Pay,382.95,Pending
1743,1743,PayPal,1056.58,Paid
1744,1744,PayPal,1186.46,Pending
1745,1745,PayPal,1186.45,Paid
1746,1746,Card,2036.96,Paid
1747,1747,Bank Transfer,1908.59,Paid
1748,1748,PayPal,487.29,Paid
1749,1749,Card,344.38,Pending
1750,1750,Google Pay,428.16,Pending
1751,1751,Google Pay,648.53,Pending
1752,1752,Bank Transfer,1208.33,Paid
1753,1753,Bank Transfer,1244.03,Pending
1754,1754,PayPal,881.87,Paid
1755,1755,Apple Pay,939.33,Pending
1756,1756,Apple Pay,230.07,Paid
1757,1757,PayPal,1651.33,Pending
1758,1758,PayPal,1289.7,Pending
1759,1759,Apple Pay,708.81,Paid
1760,1760,Google Pay,477.45,Pending
1761,1761,PayPal,413.79,Pending
1762,1762,Bank Transfer,1621.92,Paid
1763,1763,Google Pay,212.07,Pending
1764,1764,Card,1244.06,Paid
1765,1765,Google Pay,210.99,Paid
1766,1766,Bank Transfer,1793.79,Paid
1767,1767,Card,1234.17,Paid
1768,1768,Bank Transfer,2235.3,Paid
1769,1769,Apple Pay,1999.25,Paid
1770,1770,Bank Transfer,2733.13,Pending
1771,1771,Apple Pay,813.42,Pending
1772,1772,Card,979.72,Paid
1773,1773,PayPal,216.94,Pending
1774,1774,Google Pay,4122.21,Pending
1775,1775,PayPal,925.42,Paid
1776,1776,Apple Pay,950.82,Paid
1777,1777,Apple Pay,787.0,Pending
1778,1778,Bank Transfer,1444.71,Pending
1779,1779,Google Pay,56.08,Paid
1780,1780,Bank Transfer,1436.9,Pending
1781,1781,Google Pay,1456.11,Pending
1782,1782,Apple Pay,2269.08,Paid
1783,1783,Bank Transfer,2392.93,Paid
1784,1784,Google Pay,11.83,Paid
1785,1785,Bank Transfer,2246.02,Paid
1786,1786,Card,1604.54,Paid
1787,1787,Apple Pay,947.7,Pending
1788,1788,Apple Pay,767.31,Pending
1789,1789,Bank Transfer,1567.39,Pending
1790,1790,Apple Pay,901.12,Pending
1791,1791,PayPal,2210.54,Pending
1792,1792,Bank Transfer,721.97,Pending
1793,1793,Card,3151.58,Pending
1794,1794,Card,868.83,Pending
1795,1795,Card,939.8,Paid
1796,1796,PayPal,2052.97,Paid
1797,1797,Apple Pay,1113.17,Paid
1798,1798,Bank Transfer,920.04,Pending
1799,1799,Bank Transfer,261.29,Paid
1800,1800,PayPal,1642.96,Paid
